TASK 2 - PHASE 4: COORDINATED MOTION LOG
Full leg motion sequences with foot trajectory
================================================================================

SEQUENCE: Step Cycle
  GTime |        Stage |     Hip |    Knee |   Foot X |   Foot Y |   HipLoad |  KneeLoad
 10.310 |       RETURN |   21.23 |    3.97 |   0.8280 |   0.3514 |   8.9155N |   2.1303N
 10.320 |       RETURN |   21.11 |    3.89 |   0.8290 |   0.3491 |   8.9231N |   2.1338N
 10.330 |       RETURN |   20.98 |    3.82 |   0.8300 |   0.3468 |   8.9306N |   2.1373N
 10.340 |       RETURN |   20.86 |    3.74 |   0.8309 |   0.3445 |   8.9380N |   2.1408N
 10.350 |       RETURN |   20.73 |    3.66 |   0.8319 |   0.3422 |   8.9454N |   2.1442N
 10.360 |       RETURN |   20.61 |    3.59 |   0.8329 |   0.3399 |   8.9528N |   2.1475N
 10.370 |       RETURN |   20.48 |    3.52 |   0.8338 |   0.3377 |   8.9601N |   2.1508N
 10.380 |       RETURN |   20.36 |    3.45 |   0.8347 |   0.3354 |   8.9674N |   2.1541N
 10.390 |       RETURN |   20.23 |    3.38 |   0.8357 |   0.3331 |   8.9746N |   2.1573N
 10.400 |       RETURN |   20.11 |    3.31 |   0.8366 |   0.3309 |   8.9818N |   2.1605N
 10.410 |       RETURN |   19.98 |    3.25 |   0.8375 |   0.3286 |   8.9890N |   2.1636N
 10.420 |       RETURN |   19.86 |    3.18 |   0.8384 |   0.3264 |   8.9961N |   2.1666N
 10.430 |       RETURN |   19.73 |    3.12 |   0.8393 |   0.3241 |   9.0031N |   2.1697N
 10.440 |       RETURN |   19.61 |    3.05 |   0.8401 |   0.3219 |   9.0102N |   2.1726N
 10.450 |       RETURN |   19.48 |    2.99 |   0.8410 |   0.3197 |   9.0171N |   2.1756N
 10.460 |       RETURN |   19.36 |    2.93 |   0.8418 |   0.3174 |   9.0241N |   2.1785N
 10.470 |       RETURN |   19.23 |    2.88 |   0.8427 |   0.3152 |   9.0310N |   2.1813N
 10.480 |       RETURN |   19.11 |    2.82 |   0.8435 |   0.3130 |   9.0378N |   2.1841N
 10.490 |       RETURN |   18.98 |    2.76 |   0.8444 |   0.3108 |   9.0446N |   2.1869N
 10.500 |       RETURN |   18.86 |    2.71 |   0.8452 |   0.3086 |   9.0514N |   2.1896N
 10.510 |       RETURN |   18.73 |    2.65 |   0.8460 |   0.3064 |   9.0581N |   2.1923N
 10.520 |       RETURN |   18.61 |    2.60 |   0.8468 |   0.3042 |   9.0648N |   2.1950N
 10.530 |       RETURN |   18.48 |    2.55 |   0.8476 |   0.3020 |   9.0714N |   2.1976N
 10.540 |       RETURN |   18.36 |    2.50 |   0.8484 |   0.2999 |   9.0780N |   2.2002N
 10.550 |       RETURN |   18.23 |    2.45 |   0.8491 |   0.2977 |   9.0846N |   2.2027N
 10.560 |       RETURN |   18.11 |    2.40 |   0.8499 |   0.2955 |   9.0911N |   2.2052N
 10.570 |       RETURN |   17.98 |    2.35 |   0.8507 |   0.2933 |   9.0976N |   2.2077N
 10.580 |       RETURN |   17.86 |    2.30 |   0.8514 |   0.2912 |   9.1040N |   2.2102N
 10.590 |       RETURN |   17.73 |    2.26 |   0.8522 |   0.2890 |   9.1104N |   2.2126N
 10.600 |       RETURN |   17.61 |    2.21 |   0.8529 |   0.2869 |   9.1167N |   2.2150N
 10.610 |       RETURN |   17.48 |    2.17 |   0.8536 |   0.2847 |   9.1230N |   2.2173N
 10.620 |       RETURN |   17.36 |    2.12 |   0.8543 |   0.2826 |   9.1292N |   2.2196N
 10.630 |       RETURN |   17.23 |    2.08 |   0.8550 |   0.2804 |   9.1354N |   2.2219N
 10.640 |       RETURN |   17.11 |    2.04 |   0.8558 |   0.2783 |   9.1416N |   2.2242N
 10.650 |       RETURN |   16.98 |    2.00 |   0.8565 |   0.2761 |   9.1477N |   2.2264N
 10.660 |       RETURN |   16.86 |    1.96 |   0.8571 |   0.2740 |   9.1538N |   2.2286N
 10.670 |       RETURN |   16.73 |    1.92 |   0.8578 |   0.2719 |   9.1598N |   2.2308N
 10.680 |       RETURN |   16.61 |    1.88 |   0.8585 |   0.2697 |   9.1658N |   2.2329N
 10.690 |       RETURN |   16.48 |    1.84 |   0.8592 |   0.2676 |   9.1717N |   2.2350N
 10.700 |       RETURN |   16.36 |    1.81 |   0.8598 |   0.2655 |   9.1776N |   2.2371N
 10.710 |       RETURN |   16.23 |    1.77 |   0.8605 |   0.2634 |   9.1835N |   2.2391N
 10.720 |       RETURN |   16.11 |    1.74 |   0.8611 |   0.2613 |   9.1893N |   2.2412N
 10.730 |       RETURN |   15.98 |    1.70 |   0.8618 |   0.2592 |   9.1951N |   2.2432N
 10.740 |       RETURN |   15.86 |    1.67 |   0.8624 |   0.2571 |   9.2008N |   2.2451N
 10.750 |       RETURN |   15.73 |    1.63 |   0.8630 |   0.2549 |   9.2065N |   2.2471N
 10.760 |       RETURN |   15.61 |    1.60 |   0.8637 |   0.2528 |   9.2121N |   2.2490N
 10.770 |       RETURN |   15.48 |    1.57 |   0.8643 |   0.2507 |   9.2177N |   2.2509N
 10.780 |       RETURN |   15.36 |    1.54 |   0.8649 |   0.2487 |   9.2232N |   2.2528N
 10.790 |       RETURN |   15.23 |    1.51 |   0.8655 |   0.2466 |   9.2288N |   2.2546N
 10.800 |       RETURN |   15.11 |    1.48 |   0.8661 |   0.2445 |   9.2342N |   2.2565N
 10.810 |       RETURN |   14.98 |    1.45 |   0.8667 |   0.2424 |   9.2396N |   2.2583N
 10.820 |       RETURN |   14.86 |    1.42 |   0.8673 |   0.2403 |   9.2450N |   2.2601N
 10.830 |       RETURN |   14.73 |    1.39 |   0.8678 |   0.2382 |   9.2503N |   2.2618N
 10.840 |       RETURN |   14.61 |    1.36 |   0.8684 |   0.2361 |   9.2556N |   2.2636N
 10.850 |       RETURN |   14.48 |    1.33 |   0.8690 |   0.2341 |   9.2609N |   2.2653N
 10.860 |       RETURN |   14.36 |    1.31 |   0.8695 |   0.2320 |   9.2661N |   2.2670N
 10.870 |       RETURN |   14.23 |    1.28 |   0.8701 |   0.2299 |   9.2712N |   2.2686N
 10.880 |       RETURN |   14.11 |    1.26 |   0.8706 |   0.2278 |   9.2763N |   2.2703N
 10.890 |       RETURN |   13.98 |    1.23 |   0.8712 |   0.2258 |   9.2814N |   2.2719N
 10.900 |       RETURN |   13.86 |    1.21 |   0.8717 |   0.2237 |   9.2864N |   2.2735N
 10.910 |       RETURN |   13.73 |    1.18 |   0.8722 |   0.2216 |   9.2914N |   2.2751N
 10.920 |       RETURN |   13.61 |    1.16 |   0.8728 |   0.2196 |   9.2963N |   2.2767N
 10.930 |       RETURN |   13.48 |    1.14 |   0.8733 |   0.2175 |   9.3012N |   2.2782N
 10.940 |       RETURN |   13.36 |    1.11 |   0.8738 |   0.2155 |   9.3060N |   2.2797N
 10.950 |       RETURN |   13.23 |    1.09 |   0.8743 |   0.2134 |   9.3108N |   2.2812N
 10.960 |       RETURN |   13.11 |    1.07 |   0.8748 |   0.2113 |   9.3156N |   2.2827N
 10.970 |       RETURN |   12.98 |    1.05 |   0.8753 |   0.2093 |   9.3203N |   2.2842N
 10.980 |       RETURN |   12.86 |    1.03 |   0.8758 |   0.2072 |   9.3250N |   2.2856N
 10.990 |       RETURN |   12.73 |    1.01 |   0.8763 |   0.2052 |   9.3296N |   2.2871N
 11.000 |       RETURN |   12.61 |    0.99 |   0.8767 |   0.2031 |   9.3342N |   2.2885N

SEQUENCE: Crouch and Rise
  GTime |        Stage |     Hip |    Knee |   Foot X |   Foot Y |   HipLoad |  KneeLoad
--------------------------------------------------------------------------------
  0.010 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.020 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.030 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.040 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.050 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.060 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.070 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.080 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.090 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.100 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.110 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.120 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.130 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.140 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.150 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.160 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.170 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.180 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.190 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.200 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.210 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.220 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.230 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.240 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.250 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.260 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.270 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.280 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.290 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.300 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.310 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.320 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.330 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.340 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.350 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.360 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.370 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.380 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.390 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.400 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.410 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.420 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.430 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.440 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.450 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.460 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.470 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.480 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.490 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  0.500 |      NEUTRAL |    0.00 |    0.00 |   0.9000 |   0.0000 |   9.5648N |   2.3544N
  1.010 |       CROUCH |   -0.12 |    0.18 |   0.9000 |  -0.0007 |   9.5647N |   2.3544N
  1.020 |       CROUCH |   -0.25 |    0.36 |   0.9000 |  -0.0014 |   9.5647N |   2.3544N
  1.030 |       CROUCH |   -0.38 |    0.54 |   0.9000 |  -0.0021 |   9.5645N |   2.3544N
  1.040 |       CROUCH |   -0.50 |    0.72 |   0.9000 |  -0.0028 |   9.5644N |   2.3544N
  1.050 |       CROUCH |   -0.62 |    0.90 |   0.9000 |  -0.0035 |   9.5642N |   2.3544N
  1.060 |       CROUCH |   -0.75 |    1.08 |   0.9000 |  -0.0042 |   9.5639N |   2.3544N
  1.070 |       CROUCH |   -0.88 |    1.26 |   0.8999 |  -0.0049 |   9.5636N |   2.3543N
  1.080 |       CROUCH |   -1.00 |    1.44 |   0.8999 |  -0.0057 |   9.5633N |   2.3543N
  1.090 |       CROUCH |   -1.12 |    1.62 |   0.8999 |  -0.0064 |   9.5629N |   2.3543N
  1.100 |       CROUCH |   -1.25 |    1.80 |   0.8999 |  -0.0071 |   9.5625N |   2.3543N
  1.110 |       CROUCH |   -1.38 |    1.98 |   0.8998 |  -0.0078 |   9.5620N |   2.3543N
  1.120 |       CROUCH |   -1.50 |    2.16 |   0.8998 |  -0.0085 |   9.5615N |   2.3542N
  1.130 |       CROUCH |   -1.62 |    2.34 |   0.8998 |  -0.0092 |   9.5609N |   2.3542N
  1.140 |       CROUCH |   -1.75 |    2.52 |   0.8997 |  -0.0099 |   9.5603N |   2.3542N
  1.150 |       CROUCH |   -1.88 |    2.70 |   0.8997 |  -0.0106 |   9.5596N |   2.3542N
  1.160 |       CROUCH |   -2.00 |    2.88 |   0.8996 |  -0.0113 |   9.5589N |   2.3541N
  1.170 |       CROUCH |   -2.12 |    3.06 |   0.8996 |  -0.0120 |   9.5582N |   2.3541N
  1.180 |       CROUCH |   -2.25 |    3.24 |   0.8996 |  -0.0127 |   9.5574N |   2.3540N
  1.190 |       CROUCH |   -2.38 |    3.42 |   0.8995 |  -0.0134 |   9.5565N |   2.3540N
  1.200 |       CROUCH |   -2.50 |    3.60 |   0.8995 |  -0.0141 |   9.5556N |   2.3540N
  1.210 |       CROUCH |   -2.62 |    3.78 |   0.8994 |  -0.0148 |   9.5547N |   2.3539N
  1.220 |       CROUCH |   -2.75 |    3.96 |   0.8993 |  -0.0155 |   9.5537N |   2.3539N
  1.230 |       CROUCH |   -2.88 |    4.14 |   0.8993 |  -0.0162 |   9.5527N |   2.3538N
  1.240 |       CROUCH |   -3.00 |    4.32 |   0.8992 |  -0.0170 |   9.5516N |   2.3538N
  1.250 |       CROUCH |   -3.12 |    4.50 |   0.8991 |  -0.0177 |   9.5505N |   2.3537N
  1.260 |       CROUCH |   -3.25 |    4.68 |   0.8991 |  -0.0184 |   9.5494N |   2.3537N
  1.270 |       CROUCH |   -3.38 |    4.86 |   0.8990 |  -0.0191 |   9.5482N |   2.3536N
  1.280 |       CROUCH |   -3.50 |    5.04 |   0.8989 |  -0.0198 |   9.5469N |   2.3535N
  1.290 |       CROUCH |   -3.62 |    5.22 |   0.8988 |  -0.0205 |   9.5456N |   2.3535N
  1.300 |       CROUCH |   -3.75 |    5.40 |   0.8988 |  -0.0212 |   9.5443N |   2.3534N
  1.310 |       CROUCH |   -3.88 |    5.58 |   0.8987 |  -0.0219 |   9.5429N |   2.3534N
  1.320 |       CROUCH |   -4.00 |    5.76 |   0.8986 |  -0.0226 |   9.5415N |   2.3533N
  1.330 |       CROUCH |   -4.12 |    5.94 |   0.8985 |  -0.0233 |   9.5400N |   2.3532N
  1.340 |       CROUCH |   -4.25 |    6.12 |   0.8984 |  -0.0240 |   9.5384N |   2.3531N
  1.350 |       CROUCH |   -4.38 |    6.30 |   0.8983 |  -0.0247 |   9.5369N |   2.3531N
  1.360 |       CROUCH |   -4.50 |    6.48 |   0.8982 |  -0.0254 |   9.5353N |   2.3530N
  1.370 |       CROUCH |   -4.62 |    6.66 |   0.8981 |  -0.0261 |   9.5336N |   2.3529N
  1.380 |       CROUCH |   -4.75 |    6.84 |   0.8980 |  -0.0268 |   9.5319N |   2.3528N
  1.390 |       CROUCH |   -4.88 |    7.02 |   0.8979 |  -0.0275 |   9.5301N |   2.3528N
  1.400 |       CROUCH |   -5.00 |    7.20 |   0.8978 |  -0.0282 |   9.5284N |   2.3527N
  1.410 |       CROUCH |   -5.12 |    7.38 |   0.8977 |  -0.0289 |   9.5265N |   2.3526N
  1.420 |       CROUCH |   -5.25 |    7.56 |   0.8976 |  -0.0296 |   9.5246N |   2.3525N
  1.430 |       CROUCH |   -5.38 |    7.74 |   0.8975 |  -0.0303 |   9.5227N |   2.3524N
  1.440 |       CROUCH |   -5.50 |    7.92 |   0.8973 |  -0.0310 |   9.5207N |   2.3523N
  1.450 |       CROUCH |   -5.62 |    8.10 |   0.8972 |  -0.0317 |   9.5187N |   2.3522N
  1.460 |       CROUCH |   -5.75 |    8.28 |   0.8971 |  -0.0324 |   9.5166N |   2.3521N
  1.470 |       CROUCH |   -5.88 |    8.46 |   0.8970 |  -0.0331 |   9.5145N |   2.3520N
  1.480 |       CROUCH |   -6.00 |    8.64 |   0.8968 |  -0.0338 |   9.5124N |   2.3519N
  1.490 |       CROUCH |   -6.12 |    8.82 |   0.8967 |  -0.0345 |   9.5101N |   2.3518N
  1.500 |       CROUCH |   -6.25 |    9.00 |   0.8966 |  -0.0352 |   9.5079N |   2.3517N
  1.510 |       CROUCH |   -6.38 |    9.18 |   0.8964 |  -0.0359 |   9.5056N |   2.3516N
  1.520 |       CROUCH |   -6.50 |    9.36 |   0.8963 |  -0.0366 |   9.5033N |   2.3515N
  1.530 |       CROUCH |   -6.62 |    9.54 |   0.8961 |  -0.0373 |   9.5009N |   2.3514N
  1.540 |       CROUCH |   -6.75 |    9.72 |   0.8960 |  -0.0380 |   9.4985N |   2.3512N
  1.550 |       CROUCH |   -6.88 |    9.90 |   0.8958 |  -0.0387 |   9.4960N |   2.3511N
  1.560 |       CROUCH |   -7.00 |   10.08 |   0.8957 |  -0.0394 |   9.4935N |   2.3510N
  1.570 |       CROUCH |   -7.12 |   10.26 |   0.8955 |  -0.0401 |   9.4909N |   2.3509N
  1.580 |       CROUCH |   -7.25 |   10.44 |   0.8954 |  -0.0408 |   9.4883N |   2.3508N
  1.590 |       CROUCH |   -7.38 |   10.62 |   0.8952 |  -0.0415 |   9.4856N |   2.3506N
  1.600 |       CROUCH |   -7.50 |   10.80 |   0.8951 |  -0.0422 |   9.4829N |   2.3505N
  1.610 |       CROUCH |   -7.62 |   10.98 |   0.8949 |  -0.0429 |   9.4802N |   2.3504N
  1.620 |       CROUCH |   -7.75 |   11.16 |   0.8947 |  -0.0436 |   9.4774N |   2.3502N
  1.630 |       CROUCH |   -7.88 |   11.34 |   0.8946 |  -0.0443 |   9.4745N |   2.3501N
  1.640 |       CROUCH |   -8.00 |   11.52 |   0.8944 |  -0.0450 |   9.4717N |   2.3500N
  1.650 |       CROUCH |   -8.12 |   11.70 |   0.8942 |  -0.0457 |   9.4687N |   2.3498N
  1.660 |       CROUCH |   -8.25 |   11.88 |   0.8940 |  -0.0464 |   9.4658N |   2.3497N
  1.670 |       CROUCH |   -8.38 |   12.06 |   0.8938 |  -0.0471 |   9.4628N |   2.3495N
  1.680 |       CROUCH |   -8.50 |   12.24 |   0.8937 |  -0.0478 |   9.4597N |   2.3494N
  1.690 |       CROUCH |   -8.62 |   12.42 |   0.8935 |  -0.0485 |   9.4566N |   2.3492N
  1.700 |       CROUCH |   -8.75 |   12.60 |   0.8933 |  -0.0492 |   9.4534N |   2.3491N
  1.710 |       CROUCH |   -8.88 |   12.78 |   0.8931 |  -0.0499 |   9.4502N |   2.3489N
  1.720 |       CROUCH |   -9.00 |   12.96 |   0.8929 |  -0.0506 |   9.4470N |   2.3488N
  1.730 |       CROUCH |   -9.12 |   13.14 |   0.8927 |  -0.0513 |   9.4437N |   2.3486N
  1.740 |       CROUCH |   -9.25 |   13.32 |   0.8925 |  -0.0520 |   9.4404N |   2.3485N
  1.750 |       CROUCH |   -9.38 |   13.50 |   0.8923 |  -0.0527 |   9.4370N |   2.3483N
  1.760 |       CROUCH |   -9.50 |   13.68 |   0.8921 |  -0.0534 |   9.4336N |   2.3481N
  1.770 |       CROUCH |   -9.62 |   13.86 |   0.8919 |  -0.0541 |   9.4301N |   2.3480N
  1.780 |       CROUCH |   -9.75 |   14.04 |   0.8917 |  -0.0548 |   9.4266N |   2.3478N
  1.790 |       CROUCH |   -9.88 |   14.22 |   0.8914 |  -0.0554 |   9.4230N |   2.3476N
  1.800 |       CROUCH |  -10.00 |   14.40 |   0.8912 |  -0.0561 |   9.4194N |   2.3475N
  1.810 |       CROUCH |  -10.12 |   14.58 |   0.8910 |  -0.0568 |   9.4158N |   2.3473N
  1.820 |       CROUCH |  -10.25 |   14.76 |   0.8908 |  -0.0575 |   9.4121N |   2.3471N
  1.830 |       CROUCH |  -10.38 |   14.94 |   0.8906 |  -0.0582 |   9.4084N |   2.3469N
  1.840 |       CROUCH |  -10.50 |   15.12 |   0.8903 |  -0.0589 |   9.4046N |   2.3468N
  1.850 |       CROUCH |  -10.62 |   15.30 |   0.8901 |  -0.0596 |   9.4008N |   2.3466N
  1.860 |       CROUCH |  -10.75 |   15.48 |   0.8899 |  -0.0603 |   9.3969N |   2.3464N
  1.870 |       CROUCH |  -10.88 |   15.66 |   0.8896 |  -0.0610 |   9.3930N |   2.3462N
  1.880 |       CROUCH |  -11.00 |   15.84 |   0.8894 |  -0.0617 |   9.3890N |   2.3460N
  1.890 |       CROUCH |  -11.12 |   16.02 |   0.8891 |  -0.0623 |   9.3850N |   2.3458N
  1.900 |       CROUCH |  -11.25 |   16.20 |   0.8889 |  -0.0630 |   9.3810N |   2.3456N
  1.910 |       CROUCH |  -11.38 |   16.38 |   0.8887 |  -0.0637 |   9.3769N |   2.3454N
  1.920 |       CROUCH |  -11.50 |   16.56 |   0.8884 |  -0.0644 |   9.3727N |   2.3452N
  1.930 |       CROUCH |  -11.62 |   16.74 |   0.8882 |  -0.0651 |   9.3686N |   2.3450N
  1.940 |       CROUCH |  -11.75 |   16.92 |   0.8879 |  -0.0658 |   9.3643N |   2.3448N
  1.950 |       CROUCH |  -11.88 |   17.10 |   0.8876 |  -0.0665 |   9.3601N |   2.3446N
  1.960 |       CROUCH |  -12.00 |   17.28 |   0.8874 |  -0.0671 |   9.3557N |   2.3444N
  1.970 |       CROUCH |  -12.12 |   17.46 |   0.8871 |  -0.0678 |   9.3514N |   2.3442N
  1.980 |       CROUCH |  -12.25 |   17.64 |   0.8868 |  -0.0685 |   9.3470N |   2.3440N
  1.990 |       CROUCH |  -12.38 |   17.82 |   0.8866 |  -0.0692 |   9.3425N |   2.3438N
  2.000 |       CROUCH |  -12.50 |   18.00 |   0.8863 |  -0.0699 |   9.3380N |   2.3436N
  2.010 |       CROUCH |  -12.62 |   18.18 |   0.8860 |  -0.0706 |   9.3335N |   2.3433N
  2.020 |       CROUCH |  -12.75 |   18.36 |   0.8858 |  -0.0712 |   9.3289N |   2.3431N
  2.030 |       CROUCH |  -12.88 |   18.54 |   0.8855 |  -0.0719 |   9.3243N |   2.3429N
  2.040 |       CROUCH |  -13.00 |   18.72 |   0.8852 |  -0.0726 |   9.3196N |   2.3427N
  2.050 |       CROUCH |  -13.12 |   18.90 |   0.8849 |  -0.0733 |   9.3149N |   2.3425N
  2.060 |       CROUCH |  -13.25 |   19.08 |   0.8846 |  -0.0740 |   9.3101N |   2.3422N
  2.070 |       CROUCH |  -13.38 |   19.26 |   0.8843 |  -0.0746 |   9.3053N |   2.3420N
  2.080 |       CROUCH |  -13.50 |   19.44 |   0.8840 |  -0.0753 |   9.3005N |   2.3418N
  2.090 |       CROUCH |  -13.62 |   19.62 |   0.8837 |  -0.0760 |   9.2956N |   2.3415N
  2.100 |       CROUCH |  -13.75 |   19.80 |   0.8834 |  -0.0767 |   9.2906N |   2.3413N
  2.110 |       CROUCH |  -13.88 |   19.98 |   0.8831 |  -0.0774 |   9.2857N |   2.3410N
  2.120 |       CROUCH |  -14.00 |   20.16 |   0.8828 |  -0.0780 |   9.2807N |   2.3408N
  2.130 |       CROUCH |  -14.12 |   20.34 |   0.8825 |  -0.0786 |   9.2759N |   2.3405N
  2.140 |       CROUCH |  -14.24 |   20.52 |   0.8822 |  -0.0792 |   9.2711N |   2.3403N
  2.150 |       CROUCH |  -14.35 |   20.70 |   0.8819 |  -0.0797 |   9.2663N |   2.3400N
  2.160 |       CROUCH |  -14.46 |   20.88 |   0.8816 |  -0.0802 |   9.2616N |   2.3397N
  2.170 |       CROUCH |  -14.57 |   21.06 |   0.8814 |  -0.0806 |   9.2570N |   2.3393N
  2.180 |       CROUCH |  -14.68 |   21.24 |   0.8811 |  -0.0811 |   9.2524N |   2.3390N
  2.190 |       CROUCH |  -14.79 |   21.42 |   0.8808 |  -0.0814 |   9.2479N |   2.3387N
  2.200 |       CROUCH |  -14.89 |   21.60 |   0.8805 |  -0.0818 |   9.2434N |   2.3383N
  2.210 |       CROUCH |  -15.00 |   21.78 |   0.8802 |  -0.0821 |   9.2390N |   2.3379N
  2.220 |       CROUCH |  -15.10 |   21.96 |   0.8799 |  -0.0824 |   9.2347N |   2.3375N
  2.230 |       CROUCH |  -15.19 |   22.14 |   0.8796 |  -0.0827 |   9.2304N |   2.3371N
  2.240 |       CROUCH |  -15.29 |   22.32 |   0.8793 |  -0.0829 |   9.2262N |   2.3367N
  2.250 |       CROUCH |  -15.38 |   22.50 |   0.8790 |  -0.0831 |   9.2220N |   2.3363N
  2.260 |       CROUCH |  -15.48 |   22.68 |   0.8787 |  -0.0833 |   9.2179N |   2.3358N
  2.270 |       CROUCH |  -15.57 |   22.86 |   0.8784 |  -0.0834 |   9.2139N |   2.3354N
  2.280 |       CROUCH |  -15.66 |   23.04 |   0.8781 |  -0.0835 |   9.2099N |   2.3349N
  2.290 |       CROUCH |  -15.74 |   23.22 |   0.8778 |  -0.0836 |   9.2060N |   2.3344N
  2.300 |       CROUCH |  -15.83 |   23.40 |   0.8776 |  -0.0837 |   9.2021N |   2.3339N
  2.310 |       CROUCH |  -15.91 |   23.58 |   0.8773 |  -0.0837 |   9.1983N |   2.3333N
  2.320 |       CROUCH |  -15.99 |   23.76 |   0.8770 |  -0.0837 |   9.1946N |   2.3328N
  2.330 |       CROUCH |  -16.07 |   23.94 |   0.8767 |  -0.0837 |   9.1909N |   2.3322N
  2.340 |       CROUCH |  -16.15 |   24.12 |   0.8764 |  -0.0836 |   9.1872N |   2.3317N
