TASK 2 - PHASE 5: LOAD DISTRIBUTION LOG
Torque utilization and safety margins at each joint
==========================================================================================

SEQUENCE: Step Cycle
   Time |   Hip° |  Knee° |  HipLoad |  Hip% |   KnLoad |   Kn% | Dominant |   Danger
 10.020 |  24.86 |   7.14 |  8.6787N | 72.3% |  1.9968N | 23.5% |      HIP |  WARNING
 10.030 |  24.73 |   6.99 |  8.6874N | 72.4% |  2.0026N | 23.6% |      HIP |  WARNING
 10.040 |  24.61 |   6.85 |  8.6962N | 72.5% |  2.0083N | 23.6% |      HIP |  WARNING
 10.050 |  24.48 |   6.72 |  8.7048N | 72.5% |  2.0139N | 23.7% |      HIP |  WARNING
 10.060 |  24.36 |   6.58 |  8.7134N | 72.6% |  2.0194N | 23.8% |      HIP |  WARNING
 10.070 |  24.23 |   6.45 |  8.7220N | 72.7% |  2.0248N | 23.8% |      HIP |  WARNING
 10.080 |  24.11 |   6.32 |  8.7306N | 72.8% |  2.0301N | 23.9% |      HIP |  WARNING
 10.090 |  23.98 |   6.20 |  8.7391N | 72.8% |  2.0353N | 23.9% |      HIP |  WARNING
 10.100 |  23.86 |   6.07 |  8.7475N | 72.9% |  2.0404N | 24.0% |      HIP |  WARNING
 10.110 |  23.73 |   5.95 |  8.7560N | 73.0% |  2.0455N | 24.1% |      HIP |  WARNING
 10.120 |  23.61 |   5.83 |  8.7643N | 73.0% |  2.0504N | 24.1% |      HIP |  WARNING
 10.130 |  23.48 |   5.71 |  8.7727N | 73.1% |  2.0553N | 24.2% |      HIP |  WARNING
 10.140 |  23.36 |   5.60 |  8.7810N | 73.2% |  2.0601N | 24.2% |      HIP |  WARNING
 10.150 |  23.23 |   5.49 |  8.7892N | 73.2% |  2.0648N | 24.3% |      HIP |  WARNING
 10.160 |  23.11 |   5.38 |  8.7974N | 73.3% |  2.0694N | 24.4% |      HIP |  WARNING
 10.170 |  22.98 |   5.27 |  8.8056N | 73.4% |  2.0739N | 24.4% |      HIP |  WARNING
 10.180 |  22.86 |   5.17 |  8.8137N | 73.5% |  2.0784N | 24.4% |      HIP |  WARNING
 10.190 |  22.73 |   5.06 |  8.8218N | 73.5% |  2.0828N | 24.5% |      HIP |  WARNING
 10.200 |  22.61 |   4.96 |  8.8298N | 73.6% |  2.0871N | 24.6% |      HIP |  WARNING
 10.210 |  22.48 |   4.86 |  8.8378N | 73.7% |  2.0913N | 24.6% |      HIP |  WARNING
 10.220 |  22.36 |   4.76 |  8.8458N | 73.7% |  2.0955N | 24.6% |      HIP |  WARNING
 10.230 |  22.23 |   4.67 |  8.8537N | 73.8% |  2.0996N | 24.7% |      HIP |  WARNING
 10.240 |  22.11 |   4.58 |  8.8616N | 73.8% |  2.1037N | 24.8% |      HIP |  WARNING
 10.250 |  21.98 |   4.48 |  8.8694N | 73.9% |  2.1077N | 24.8% |      HIP |  WARNING
 10.260 |  21.86 |   4.39 |  8.8772N | 74.0% |  2.1116N | 24.8% |      HIP |  WARNING
 10.270 |  21.73 |   4.31 |  8.8850N | 74.0% |  2.1154N | 24.9% |      HIP |  WARNING
 10.280 |  21.61 |   4.22 |  8.8927N | 74.1% |  2.1192N | 24.9% |      HIP |  WARNING
 10.290 |  21.48 |   4.14 |  8.9003N | 74.2% |  2.1230N | 25.0% |      HIP |  WARNING
 10.300 |  21.36 |   4.05 |  8.9080N | 74.2% |  2.1266N | 25.0% |      HIP |  WARNING
 10.310 |  21.23 |   3.97 |  8.9155N | 74.3% |  2.1303N | 25.1% |      HIP |  WARNING
 10.320 |  21.11 |   3.89 |  8.9231N | 74.4% |  2.1338N | 25.1% |      HIP |  WARNING
 10.330 |  20.98 |   3.82 |  8.9306N | 74.4% |  2.1373N | 25.1% |      HIP |  WARNING
 10.340 |  20.86 |   3.74 |  8.9380N | 74.5% |  2.1408N | 25.2% |      HIP |  WARNING
 10.350 |  20.73 |   3.66 |  8.9454N | 74.5% |  2.1442N | 25.2% |      HIP |  WARNING
 10.360 |  20.61 |   3.59 |  8.9528N | 74.6% |  2.1475N | 25.3% |      HIP |  WARNING
 10.370 |  20.48 |   3.52 |  8.9601N | 74.7% |  2.1508N | 25.3% |      HIP |  WARNING
 10.380 |  20.36 |   3.45 |  8.9674N | 74.7% |  2.1541N | 25.3% |      HIP |  WARNING
 10.390 |  20.23 |   3.38 |  8.9746N | 74.8% |  2.1573N | 25.4% |      HIP |  WARNING
 10.400 |  20.11 |   3.31 |  8.9818N | 74.8% |  2.1605N | 25.4% |      HIP |  WARNING
 10.410 |  19.98 |   3.25 |  8.9890N | 74.9% |  2.1636N | 25.4% |      HIP |  WARNING
 10.420 |  19.86 |   3.18 |  8.9961N | 75.0% |  2.1666N | 25.5% |      HIP |  WARNING
 10.430 |  19.73 |   3.12 |  9.0031N | 75.0% |  2.1697N | 25.5% |      HIP |  WARNING
 10.440 |  19.61 |   3.05 |  9.0102N | 75.1% |  2.1726N | 25.6% |      HIP |  WARNING
 10.450 |  19.48 |   2.99 |  9.0171N | 75.1% |  2.1756N | 25.6% |      HIP |  WARNING
 10.460 |  19.36 |   2.93 |  9.0241N | 75.2% |  2.1785N | 25.6% |      HIP |  WARNING
 10.470 |  19.23 |   2.88 |  9.0310N | 75.3% |  2.1813N | 25.7% |      HIP |  WARNING
 10.480 |  19.11 |   2.82 |  9.0378N | 75.3% |  2.1841N | 25.7% |      HIP |  WARNING
 10.490 |  18.98 |   2.76 |  9.0446N | 75.4% |  2.1869N | 25.7% |      HIP |  WARNING
 10.500 |  18.86 |   2.71 |  9.0514N | 75.4% |  2.1896N | 25.8% |      HIP |  WARNING
 10.510 |  18.73 |   2.65 |  9.0581N | 75.5% |  2.1923N | 25.8% |      HIP |  WARNING
 10.520 |  18.61 |   2.60 |  9.0648N | 75.5% |  2.1950N | 25.8% |      HIP |  WARNING
 10.530 |  18.48 |   2.55 |  9.0714N | 75.6% |  2.1976N | 25.9% |      HIP |  WARNING
 10.540 |  18.36 |   2.50 |  9.0780N | 75.7% |  2.2002N | 25.9% |      HIP |  WARNING
 10.550 |  18.23 |   2.45 |  9.0846N | 75.7% |  2.2027N | 25.9% |      HIP |  WARNING
 10.560 |  18.11 |   2.40 |  9.0911N | 75.8% |  2.2052N | 25.9% |      HIP |  WARNING
 10.570 |  17.98 |   2.35 |  9.0976N | 75.8% |  2.2077N | 26.0% |      HIP |  WARNING
 10.580 |  17.86 |   2.30 |  9.1040N | 75.9% |  2.2102N | 26.0% |      HIP |  WARNING
 10.590 |  17.73 |   2.26 |  9.1104N | 75.9% |  2.2126N | 26.0% |      HIP |  WARNING
 10.600 |  17.61 |   2.21 |  9.1167N | 76.0% |  2.2150N | 26.1% |      HIP |  WARNING
 10.610 |  17.48 |   2.17 |  9.1230N | 76.0% |  2.2173N | 26.1% |      HIP |  WARNING
 10.620 |  17.36 |   2.12 |  9.1292N | 76.1% |  2.2196N | 26.1% |      HIP |  WARNING
 10.630 |  17.23 |   2.08 |  9.1354N | 76.1% |  2.2219N | 26.1% |      HIP |  WARNING
 10.640 |  17.11 |   2.04 |  9.1416N | 76.2% |  2.2242N | 26.2% |      HIP |  WARNING
 10.650 |  16.98 |   2.00 |  9.1477N | 76.2% |  2.2264N | 26.2% |      HIP |  WARNING
 10.660 |  16.86 |   1.96 |  9.1538N | 76.3% |  2.2286N | 26.2% |      HIP |  WARNING
 10.670 |  16.73 |   1.92 |  9.1598N | 76.3% |  2.2308N | 26.2% |      HIP |  WARNING
 10.680 |  16.61 |   1.88 |  9.1658N | 76.4% |  2.2329N | 26.3% |      HIP |  WARNING
 10.690 |  16.48 |   1.84 |  9.1717N | 76.4% |  2.2350N | 26.3% |      HIP |  WARNING
 10.700 |  16.36 |   1.81 |  9.1776N | 76.5% |  2.2371N | 26.3% |      HIP |  WARNING
 10.710 |  16.23 |   1.77 |  9.1835N | 76.5% |  2.2391N | 26.3% |      HIP |  WARNING
 10.720 |  16.11 |   1.74 |  9.1893N | 76.6% |  2.2412N | 26.4% |      HIP |  WARNING
 10.730 |  15.98 |   1.70 |  9.1951N | 76.6% |  2.2432N | 26.4% |      HIP |  WARNING
 10.740 |  15.86 |   1.67 |  9.2008N | 76.7% |  2.2451N | 26.4% |      HIP |  WARNING
 10.750 |  15.73 |   1.63 |  9.2065N | 76.7% |  2.2471N | 26.4% |      HIP |  WARNING
 10.760 |  15.61 |   1.60 |  9.2121N | 76.8% |  2.2490N | 26.5% |      HIP |  WARNING
 10.770 |  15.48 |   1.57 |  9.2177N | 76.8% |  2.2509N | 26.5% |      HIP |  WARNING
 10.780 |  15.36 |   1.54 |  9.2232N | 76.9% |  2.2528N | 26.5% |      HIP |  WARNING
 10.790 |  15.23 |   1.51 |  9.2288N | 76.9% |  2.2546N | 26.5% |      HIP |  WARNING
 10.800 |  15.11 |   1.48 |  9.2342N | 77.0% |  2.2565N | 26.6% |      HIP |  WARNING
 10.810 |  14.98 |   1.45 |  9.2396N | 77.0% |  2.2583N | 26.6% |      HIP |  WARNING
 10.820 |  14.86 |   1.42 |  9.2450N | 77.0% |  2.2601N | 26.6% |      HIP |  WARNING
 10.830 |  14.73 |   1.39 |  9.2503N | 77.1% |  2.2618N | 26.6% |      HIP |  WARNING
 10.840 |  14.61 |   1.36 |  9.2556N | 77.1% |  2.2636N | 26.6% |      HIP |  WARNING
 10.850 |  14.48 |   1.33 |  9.2609N | 77.2% |  2.2653N | 26.6% |      HIP |  WARNING
 10.860 |  14.36 |   1.31 |  9.2661N | 77.2% |  2.2670N | 26.7% |      HIP |  WARNING
 10.870 |  14.23 |   1.28 |  9.2712N | 77.3% |  2.2686N | 26.7% |      HIP |  WARNING
 10.880 |  14.11 |   1.26 |  9.2763N | 77.3% |  2.2703N | 26.7% |      HIP |  WARNING
 10.890 |  13.98 |   1.23 |  9.2814N | 77.3% |  2.2719N | 26.7% |      HIP |  WARNING
 10.900 |  13.86 |   1.21 |  9.2864N | 77.4% |  2.2735N | 26.8% |      HIP |  WARNING
 10.910 |  13.73 |   1.18 |  9.2914N | 77.4% |  2.2751N | 26.8% |      HIP |  WARNING
 10.920 |  13.61 |   1.16 |  9.2963N | 77.5% |  2.2767N | 26.8% |      HIP |  WARNING
 10.930 |  13.48 |   1.14 |  9.3012N | 77.5% |  2.2782N | 26.8% |      HIP |  WARNING
 10.940 |  13.36 |   1.11 |  9.3060N | 77.5% |  2.2797N | 26.8% |      HIP |  WARNING
 10.950 |  13.23 |   1.09 |  9.3108N | 77.6% |  2.2812N | 26.8% |      HIP |  WARNING
 10.960 |  13.11 |   1.07 |  9.3156N | 77.6% |  2.2827N | 26.9% |      HIP |  WARNING
 10.970 |  12.98 |   1.05 |  9.3203N | 77.7% |  2.2842N | 26.9% |      HIP |  WARNING
 10.980 |  12.86 |   1.03 |  9.3250N | 77.7% |  2.2856N | 26.9% |      HIP |  WARNING
 10.990 |  12.73 |   1.01 |  9.3296N | 77.8% |  2.2871N | 26.9% |      HIP |  WARNING
 11.000 |  12.61 |   0.99 |  9.3342N | 77.8% |  2.2885N | 26.9% |      HIP |  WARNING

SEQUENCE: Crouch & Rise
   Time |   Hip° |  Knee° |  HipLoad |  Hip% |   KnLoad |   Kn% | Dominant |   Danger
-------------------------------------------------------------------------------------
  0.010 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.020 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.030 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.040 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.050 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.060 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.070 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.080 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.090 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.100 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.110 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.120 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.130 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.140 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.150 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.160 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.170 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.180 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.190 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.200 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.210 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.220 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.230 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.240 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.250 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.260 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.270 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.280 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.290 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.300 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.310 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.320 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.330 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.340 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.350 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.360 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.370 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.380 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.390 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.400 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.410 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.420 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.430 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.440 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.450 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.460 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.470 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.480 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.490 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  0.500 |   0.00 |   0.00 |  9.5648N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  1.010 |  -0.12 |   0.18 |  9.5647N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  1.020 |  -0.25 |   0.36 |  9.5647N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  1.030 |  -0.38 |   0.54 |  9.5645N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  1.040 |  -0.50 |   0.72 |  9.5644N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  1.050 |  -0.62 |   0.90 |  9.5642N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  1.060 |  -0.75 |   1.08 |  9.5639N | 79.7% |  2.3544N | 27.7% |      HIP |  WARNING
  1.070 |  -0.88 |   1.26 |  9.5636N | 79.7% |  2.3543N | 27.7% |      HIP |  WARNING
  1.080 |  -1.00 |   1.44 |  9.5633N | 79.7% |  2.3543N | 27.7% |      HIP |  WARNING
  1.090 |  -1.12 |   1.62 |  9.5629N | 79.7% |  2.3543N | 27.7% |      HIP |  WARNING
  1.100 |  -1.25 |   1.80 |  9.5625N | 79.7% |  2.3543N | 27.7% |      HIP |  WARNING
  1.110 |  -1.38 |   1.98 |  9.5620N | 79.7% |  2.3543N | 27.7% |      HIP |  WARNING
  1.120 |  -1.50 |   2.16 |  9.5615N | 79.7% |  2.3542N | 27.7% |      HIP |  WARNING
  1.130 |  -1.62 |   2.34 |  9.5609N | 79.7% |  2.3542N | 27.7% |      HIP |  WARNING
  1.140 |  -1.75 |   2.52 |  9.5603N | 79.7% |  2.3542N | 27.7% |      HIP |  WARNING
  1.150 |  -1.88 |   2.70 |  9.5596N | 79.7% |  2.3542N | 27.7% |      HIP |  WARNING
  1.160 |  -2.00 |   2.88 |  9.5589N | 79.7% |  2.3541N | 27.7% |      HIP |  WARNING
  1.170 |  -2.12 |   3.06 |  9.5582N | 79.7% |  2.3541N | 27.7% |      HIP |  WARNING
  1.180 |  -2.25 |   3.24 |  9.5574N | 79.6% |  2.3540N | 27.7% |      HIP |  WARNING
  1.190 |  -2.38 |   3.42 |  9.5565N | 79.6% |  2.3540N | 27.7% |      HIP |  WARNING
  1.200 |  -2.50 |   3.60 |  9.5556N | 79.6% |  2.3540N | 27.7% |      HIP |  WARNING
  1.210 |  -2.62 |   3.78 |  9.5547N | 79.6% |  2.3539N | 27.7% |      HIP |  WARNING
  1.220 |  -2.75 |   3.96 |  9.5537N | 79.6% |  2.3539N | 27.7% |      HIP |  WARNING
  1.230 |  -2.88 |   4.14 |  9.5527N | 79.6% |  2.3538N | 27.7% |      HIP |  WARNING
  1.240 |  -3.00 |   4.32 |  9.5516N | 79.6% |  2.3538N | 27.7% |      HIP |  WARNING
  1.250 |  -3.12 |   4.50 |  9.5505N | 79.6% |  2.3537N | 27.7% |      HIP |  WARNING
  1.260 |  -3.25 |   4.68 |  9.5494N | 79.6% |  2.3537N | 27.7% |      HIP |  WARNING
  1.270 |  -3.38 |   4.86 |  9.5482N | 79.6% |  2.3536N | 27.7% |      HIP |  WARNING
  1.280 |  -3.50 |   5.04 |  9.5469N | 79.6% |  2.3535N | 27.7% |      HIP |  WARNING
  1.290 |  -3.62 |   5.22 |  9.5456N | 79.5% |  2.3535N | 27.7% |      HIP |  WARNING
  1.300 |  -3.75 |   5.40 |  9.5443N | 79.5% |  2.3534N | 27.7% |      HIP |  WARNING
  1.310 |  -3.88 |   5.58 |  9.5429N | 79.5% |  2.3534N | 27.7% |      HIP |  WARNING
  1.320 |  -4.00 |   5.76 |  9.5415N | 79.5% |  2.3533N | 27.7% |      HIP |  WARNING
  1.330 |  -4.12 |   5.94 |  9.5400N | 79.5% |  2.3532N | 27.7% |      HIP |  WARNING
  1.340 |  -4.25 |   6.12 |  9.5384N | 79.5% |  2.3531N | 27.7% |      HIP |  WARNING
  1.350 |  -4.38 |   6.30 |  9.5369N | 79.5% |  2.3531N | 27.7% |      HIP |  WARNING
  1.360 |  -4.50 |   6.48 |  9.5353N | 79.5% |  2.3530N | 27.7% |      HIP |  WARNING
  1.370 |  -4.62 |   6.66 |  9.5336N | 79.5% |  2.3529N | 27.7% |      HIP |  WARNING
  1.380 |  -4.75 |   6.84 |  9.5319N | 79.4% |  2.3528N | 27.7% |      HIP |  WARNING
  1.390 |  -4.88 |   7.02 |  9.5301N | 79.4% |  2.3528N | 27.7% |      HIP |  WARNING
  1.400 |  -5.00 |   7.20 |  9.5284N | 79.4% |  2.3527N | 27.7% |      HIP |  WARNING
  1.410 |  -5.12 |   7.38 |  9.5265N | 79.4% |  2.3526N | 27.7% |      HIP |  WARNING
  1.420 |  -5.25 |   7.56 |  9.5246N | 79.4% |  2.3525N | 27.7% |      HIP |  WARNING
  1.430 |  -5.38 |   7.74 |  9.5227N | 79.4% |  2.3524N | 27.7% |      HIP |  WARNING
  1.440 |  -5.50 |   7.92 |  9.5207N | 79.3% |  2.3523N | 27.7% |      HIP |  WARNING
  1.450 |  -5.62 |   8.10 |  9.5187N | 79.3% |  2.3522N | 27.7% |      HIP |  WARNING
  1.460 |  -5.75 |   8.28 |  9.5166N | 79.3% |  2.3521N | 27.7% |      HIP |  WARNING
  1.470 |  -5.88 |   8.46 |  9.5145N | 79.3% |  2.3520N | 27.7% |      HIP |  WARNING
  1.480 |  -6.00 |   8.64 |  9.5124N | 79.3% |  2.3519N | 27.7% |      HIP |  WARNING
  1.490 |  -6.12 |   8.82 |  9.5101N | 79.2% |  2.3518N | 27.7% |      HIP |  WARNING
  1.500 |  -6.25 |   9.00 |  9.5079N | 79.2% |  2.3517N | 27.7% |      HIP |  WARNING
  1.510 |  -6.38 |   9.18 |  9.5056N | 79.2% |  2.3516N | 27.7% |      HIP |  WARNING
  1.520 |  -6.50 |   9.36 |  9.5033N | 79.2% |  2.3515N | 27.7% |      HIP |  WARNING
  1.530 |  -6.62 |   9.54 |  9.5009N | 79.2% |  2.3514N | 27.7% |      HIP |  WARNING
  1.540 |  -6.75 |   9.72 |  9.4985N | 79.2% |  2.3512N | 27.7% |      HIP |  WARNING
  1.550 |  -6.88 |   9.90 |  9.4960N | 79.1% |  2.3511N | 27.7% |      HIP |  WARNING
  1.560 |  -7.00 |  10.08 |  9.4935N | 79.1% |  2.3510N | 27.7% |      HIP |  WARNING
  1.570 |  -7.12 |  10.26 |  9.4909N | 79.1% |  2.3509N | 27.7% |      HIP |  WARNING
  1.580 |  -7.25 |  10.44 |  9.4883N | 79.1% |  2.3508N | 27.7% |      HIP |  WARNING
  1.590 |  -7.38 |  10.62 |  9.4856N | 79.0% |  2.3506N | 27.6% |      HIP |  WARNING
  1.600 |  -7.50 |  10.80 |  9.4829N | 79.0% |  2.3505N | 27.6% |      HIP |  WARNING
  1.610 |  -7.62 |  10.98 |  9.4802N | 79.0% |  2.3504N | 27.6% |      HIP |  WARNING
  1.620 |  -7.75 |  11.16 |  9.4774N | 79.0% |  2.3502N | 27.6% |      HIP |  WARNING
  1.630 |  -7.88 |  11.34 |  9.4745N | 79.0% |  2.3501N | 27.6% |      HIP |  WARNING
  1.640 |  -8.00 |  11.52 |  9.4717N | 78.9% |  2.3500N | 27.6% |      HIP |  WARNING
  1.650 |  -8.12 |  11.70 |  9.4687N | 78.9% |  2.3498N | 27.6% |      HIP |  WARNING
  1.660 |  -8.25 |  11.88 |  9.4658N | 78.9% |  2.3497N | 27.6% |      HIP |  WARNING
  1.670 |  -8.38 |  12.06 |  9.4628N | 78.9% |  2.3495N | 27.6% |      HIP |  WARNING
  1.680 |  -8.50 |  12.24 |  9.4597N | 78.8% |  2.3494N | 27.6% |      HIP |  WARNING
  1.690 |  -8.62 |  12.42 |  9.4566N | 78.8% |  2.3492N | 27.6% |      HIP |  WARNING
  1.700 |  -8.75 |  12.60 |  9.4534N | 78.8% |  2.3491N | 27.6% |      HIP |  WARNING
  1.710 |  -8.88 |  12.78 |  9.4502N | 78.8% |  2.3489N | 27.6% |      HIP |  WARNING
  1.720 |  -9.00 |  12.96 |  9.4470N | 78.7% |  2.3488N | 27.6% |      HIP |  WARNING
  1.730 |  -9.12 |  13.14 |  9.4437N | 78.7% |  2.3486N | 27.6% |      HIP |  WARNING
  1.740 |  -9.25 |  13.32 |  9.4404N | 78.7% |  2.3485N | 27.6% |      HIP |  WARNING
  1.750 |  -9.38 |  13.50 |  9.4370N | 78.6% |  2.3483N | 27.6% |      HIP |  WARNING
  1.760 |  -9.50 |  13.68 |  9.4336N | 78.6% |  2.3481N | 27.6% |      HIP |  WARNING
  1.770 |  -9.62 |  13.86 |  9.4301N | 78.6% |  2.3480N | 27.6% |      HIP |  WARNING
  1.780 |  -9.75 |  14.04 |  9.4266N | 78.6% |  2.3478N | 27.6% |      HIP |  WARNING
  1.790 |  -9.88 |  14.22 |  9.4230N | 78.5% |  2.3476N | 27.6% |      HIP |  WARNING
  1.800 | -10.00 |  14.40 |  9.4194N | 78.5% |  2.3475N | 27.6% |      HIP |  WARNING
  1.810 | -10.12 |  14.58 |  9.4158N | 78.5% |  2.3473N | 27.6% |      HIP |  WARNING
  1.820 | -10.25 |  14.76 |  9.4121N | 78.4% |  2.3471N | 27.6% |      HIP |  WARNING
  1.830 | -10.38 |  14.94 |  9.4084N | 78.4% |  2.3469N | 27.6% |      HIP |  WARNING
  1.840 | -10.50 |  15.12 |  9.4046N | 78.4% |  2.3468N | 27.6% |      HIP |  WARNING
  1.850 | -10.62 |  15.30 |  9.4008N | 78.3% |  2.3466N | 27.6% |      HIP |  WARNING
  1.860 | -10.75 |  15.48 |  9.3969N | 78.3% |  2.3464N | 27.6% |      HIP |  WARNING
  1.870 | -10.88 |  15.66 |  9.3930N | 78.3% |  2.3462N | 27.6% |      HIP |  WARNING
  1.880 | -11.00 |  15.84 |  9.3890N | 78.2% |  2.3460N | 27.6% |      HIP |  WARNING
  1.890 | -11.12 |  16.02 |  9.3850N | 78.2% |  2.3458N | 27.6% |      HIP |  WARNING
  1.900 | -11.25 |  16.20 |  9.3810N | 78.2% |  2.3456N | 27.6% |      HIP |  WARNING
  1.910 | -11.38 |  16.38 |  9.3769N | 78.1% |  2.3454N | 27.6% |      HIP |  WARNING
  1.920 | -11.50 |  16.56 |  9.3727N | 78.1% |  2.3452N | 27.6% |      HIP |  WARNING
  1.930 | -11.62 |  16.74 |  9.3686N | 78.1% |  2.3450N | 27.6% |      HIP |  WARNING
  1.940 | -11.75 |  16.92 |  9.3643N | 78.0% |  2.3448N | 27.6% |      HIP |  WARNING
  1.950 | -11.88 |  17.10 |  9.3601N | 78.0% |  2.3446N | 27.6% |      HIP |  WARNING
  1.960 | -12.00 |  17.28 |  9.3557N | 78.0% |  2.3444N | 27.6% |      HIP |  WARNING
  1.970 | -12.12 |  17.46 |  9.3514N | 77.9% |  2.3442N | 27.6% |      HIP |  WARNING
  1.980 | -12.25 |  17.64 |  9.3470N | 77.9% |  2.3440N | 27.6% |      HIP |  WARNING
  1.990 | -12.38 |  17.82 |  9.3425N | 77.8% |  2.3438N | 27.6% |      HIP |  WARNING
  2.000 | -12.50 |  18.00 |  9.3380N | 77.8% |  2.3436N | 27.6% |      HIP |  WARNING
